,city,venue,dow,time,urls
47,(Austin),Craft Pride,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/251505721/trivia-at-Craft-Pride
48,(Dallas),Deep Ellum Brewing Company Taproom,Tuesday,7:30 PM,https://www.geekswhodrink.com/venue/229796426/trivia-at-Deep-Ellum-Brewing-Company-Taproom
49,(Port Arthur),Dylan's Bar & Grill,Tuesday,7:00 PM,https://www.geekswhodrink.com/venue/508384867/trivia-at-Dylan-s-Bar-amp-Grill
50,(Austin),Gibson Bar,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/37069574/trivia-at-Gibson-Bar
51,(El Paso),Glass Half Full (El Paso) (Tuesday),Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/378556076/trivia-at-Glass-Half-Full-El-Paso-Tuesday-
52,(Lubbock),Glass Half Full (Lubbock) (Tuesday),Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/194077070/trivia-at-Glass-Half-Full-Lubbock-Tuesday-
53,(San Antonio),Groove House,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/808823212/trivia-at-Groove-House
54,(Richardson),Guitars & Growlers,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/764692985/trivia-at-Guitars-amp-Growlers
55,(San Antonio),Halcyon (San Antonio),Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/112623951/trivia-at-Halcyon-San-Antonio-
56,(Houston),Johnny McElroy's Irish Pub,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/427943809/trivia-at-Johnny-McElroy-s-Irish-Pub
57,(League City),Legends Sports Grill,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/890767242/trivia-at-Legends-Sports-Grill
58,(Houston),Little Woodrow's (Rice Village),Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/37237878/trivia-at-Little-Woodrow-s-Rice-Village-
59,(Houston),Little Woodrow's (Shepherd),Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/653268162/trivia-at-Little-Woodrow-s-Shepherd-
60,(Fort Worth),Lone Star Taps and Caps (Fort Worth),Tuesday,7:00 PM,https://www.geekswhodrink.com/venue/576307764/trivia-at-Lone-Star-Taps-and-Caps-Fort-Worth-
61,(Beaumont),Luke's Icehouse (Beaumont),Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/37726814/trivia-at-Luke-s-Icehouse-Beaumont-
62,(Austin),Lustre Pearl East,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/407138600/trivia-at-Lustre-Pearl-East
63,(Austin),Moontower Saloon,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/31603338/trivia-at-Moontower-Saloon
64,(Austin),Nickel City,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/677150556/trivia-at-Nickel-City
65,(Austin),Oasis Texas Brewing Company,Tuesday,7:00 PM,https://www.geekswhodrink.com/venue/772293108/trivia-at-Oasis-Texas-Brewing-Company
66,(Houston),On the Kirb,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/583696811/trivia-at-On-the-Kirb
67,(Austin),Opal Divine's (Austin Grill),Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/651143928/trivia-at-Opal-Divine-s-Austin-Grill-
68,(Austin),Pinthouse Pizza (Burnet),Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/24692660/trivia-at-Pinthouse-Pizza-Burnet-
69,(Houston),Platypus Brewing,Tuesday,7:30 PM,https://www.geekswhodrink.com/venue/670049453/trivia-at-Platypus-Brewing
70,(Cedar Park),Red Horn Coffee House and Brewing,Tuesday,7:30 PM,https://www.geekswhodrink.com/venue/364268288/trivia-at-Red-Horn-Coffee-House-and-Brewing
71,(Austin),Red's Porch,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/26826167/trivia-at-Red-s-Porch
72,(Houston),Revelry on Richmond,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/197954199/trivia-at-Revelry-on-Richmond
73,(Vidor),Rikenjaks South Street,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/871076730/trivia-at-Rikenjaks-South-Street
74,(Dallas),Stan's Blue Note,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/434898717/trivia-at-Stan-s-Blue-Note
75,(Corpus Christi),Tapology Texas Pub,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/405072221/trivia-at-Tapology-Texas-Pub
76,(Spring),Tapped DraftHouse & Kitchen,Tuesday,7:30 PM,https://www.geekswhodrink.com/venue/727205779/trivia-at-Tapped-DraftHouse-amp-Kitchen
77,(San Antonio),The Block SA,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/771763123/trivia-at-The-Block-SA
78,(Austin),The Brass Tap (Domain),Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/443126318/trivia-at-The-Brass-Tap-Domain-
79,(Austin),The Butterfly Bar @ The VORTEX,Tuesday,7:00 PM,https://www.geekswhodrink.com/venue/787373592/trivia-at-The-Butterfly-Bar-The-VORTEX
80,(San Angelo),The Casual Pint (San Angelo),Tuesday,7:30 PM,https://www.geekswhodrink.com/venue/681246777/trivia-at-The-Casual-Pint-San-Angelo-
81,(Kingwood),The Draft,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/342517736/trivia-at-The-Draft
82,(Pflugerville),The Growler Bar,Tuesday,7:30 PM,https://www.geekswhodrink.com/venue/407498157/trivia-at-The-Growler-Bar
83,(San Antonio),The Hangar,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/508384101/trivia-at-The-Hangar
84,(McKinney),The Pub (McKinney),Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/191448656/trivia-at-The-Pub-McKinney-
85,(San Marcos),The Taproom Pub & Grub,Tuesday,7:00 PM,https://www.geekswhodrink.com/venue/37246716/trivia-at-The-Taproom-Pub-amp-Grub
86,(Dallas),Tiny Victories,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/845179092/trivia-at-Tiny-Victories
87,(Fort Worth),University Pub,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/902796168/trivia-at-University-Pub
88,(Plano),Unlawful Assembly Brewing at Legacy Hall,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/777366813/trivia-at-Unlawful-Assembly-Brewing-at-Legacy-Hall
89,(Copperas Cove),Unwind!,Tuesday,7:00 PM,https://www.geekswhodrink.com/venue/781512207/trivia-at-Unwind-
90,(Round Rock),Warpath Pints & Pizza,Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/626769773/trivia-at-Warpath-Pints-amp-Pizza
91,(Wylie),Wylie 12 (B&B Theatres),Tuesday,8:00 PM,https://www.geekswhodrink.com/venue/862729686/trivia-at-Wylie-12-B-amp-B-Theatres-
92,(Austin),Adelbert's Brewery,Wednesday,7:00 PM,https://www.geekswhodrink.com/venue/613111905/trivia-at-Adelbert-s-Brewery
93,(El Paso),B-17 Bombers Oyster Pub,Wednesday,7:30 PM,https://www.geekswhodrink.com/venue/817545077/trivia-at-B-17-Bombers-Oyster-Pub
94,(Pearland),Bakfish Brewing Co,Wednesday,6:30 PM,https://www.geekswhodrink.com/venue/624721154/trivia-at-Bakfish-Brewing-Co
95,(Austin),Billy's on Burnet,Wednesday,7:00 PM,https://www.geekswhodrink.com/venue/20863496/trivia-at-Billy-s-on-Burnet
96,(Dallas),Bryan Street Tavern (Wednesday),Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/82389624/trivia-at-Bryan-Street-Tavern-Wednesday-
97,(Seabrook),Cabo,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/190518817/trivia-at-Cabo
98,(Corpus Christi),Cassidy's Irish Pub,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/26836429/trivia-at-Cassidy-s-Irish-Pub
99,(Dallas),Community Beer Company Tap Room,Wednesday,7:00 PM,https://www.geekswhodrink.com/venue/310622198/trivia-at-Community-Beer-Company-Tap-Room
100,(Dallas),Dodie's Reef (Wednesday),Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/522309092/trivia-at-Dodie-s-Reef-Wednesday-
101,(Dallas),Fox & Hound Bar and Grill (Midway),Wednesday,7:00 PM,https://www.geekswhodrink.com/venue/703109163/trivia-at-Fox-amp-Hound-Bar-and-Grill-Midway-
102,(Houston),Fox and Hound (Houston),Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/323329770/trivia-at-Fox-and-Hound-Houston-
103,(Richardson),Glass Half Full (Richardson) (Wednesday),Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/77981365/trivia-at-Glass-Half-Full-Richardson-Wednesday-
104,(Austin),Gourmands,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/27695210/trivia-at-Gourmands
105,(Grapevine),Grapevine Craft Brewery (Wednesday),Wednesday,7:00 PM,https://www.geekswhodrink.com/venue/461180962/trivia-at-Grapevine-Craft-Brewery-Wednesday-
106,(The Colony),Grrrowler's Tap Room,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/883660115/trivia-at-Grrrowler-s-Tap-Room
107,(Houston),Little Woodrow's (Midtown),Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/37234128/trivia-at-Little-Woodrow-s-Midtown-
108,(Houston),Little Woodrow's (The Heights),Wednesday,7:30 PM,https://www.geekswhodrink.com/venue/21557428/trivia-at-Little-Woodrow-s-The-Heights-
109,(San Antonio),Mad Pecker Brewing Co.,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/466392117/trivia-at-Mad-Pecker-Brewing-Co-
110,(Austin),Mister Tramps,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/18191681/trivia-at-Mister-Tramps
111,(Frisco),Nerdvana Food + Spirits,Wednesday,7:00 PM,https://www.geekswhodrink.com/venue/664337067/trivia-at-Nerdvana-Food-Spirits
112,(Houston),NettBar,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/625411177/trivia-at-NettBar
113,(Del Valle),Nland Brewing Company,Wednesday,7:00 PM,https://www.geekswhodrink.com/venue/780546286/trivia-at-Nland-Brewing-Company
114,(Katy),No Label Brewing Co.,Wednesday,7:00 PM,https://www.geekswhodrink.com/venue/707806187/trivia-at-No-Label-Brewing-Co-
115,(Kingsville),Nucky's Cocktail Bar,Wednesday,7:30 PM,https://www.geekswhodrink.com/venue/620990346/trivia-at-Nucky-s-Cocktail-Bar
116,(Conroe),Pacific Yard House,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/832658150/trivia-at-Pacific-Yard-House
117,(Austin),Pinthouse Pizza (South Lamar),Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/392851095/trivia-at-Pinthouse-Pizza-South-Lamar-
118,(Webster),Saloon Door Brewing,Wednesday,7:00 PM,https://www.geekswhodrink.com/venue/539920805/trivia-at-Saloon-Door-Brewing
119,(Houston),Sideout Volleybar,Wednesday,7:30 PM,https://www.geekswhodrink.com/venue/669249534/trivia-at-Sideout-Volleybar
120,(Austin),Sour Duck Market,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/882419305/trivia-at-Sour-Duck-Market
121,(El Paso),The Black Orchid Lounge,Wednesday,7:30 PM,https://www.geekswhodrink.com/venue/558107996/trivia-at-The-Black-Orchid-Lounge
122,(Round Rock),The Brass Tap (Round Rock),Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/258766245/trivia-at-The-Brass-Tap-Round-Rock-
123,(Fulshear),The Growler Spot,Wednesday,7:00 PM,https://www.geekswhodrink.com/venue/775011002/trivia-at-The-Growler-Spot
124,(San Antonio),The Lion and Rose (Rim),Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/448332671/trivia-at-The-Lion-and-Rose-Rim-
125,(Houston),The Patio on Richmond,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/758213008/trivia-at-The-Patio-on-Richmond
126,(San Angelo),The Penny Tap House,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/262664256/trivia-at-The-Penny-Tap-House
127,(Austin),The Spider House,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/307322837/trivia-at-The-Spider-House
128,(Austin),Third Base (NorthWest),Wednesday,7:30 PM,https://www.geekswhodrink.com/venue/65454330/trivia-at-Third-Base-NorthWest-
129,(Pasadena),Timeout #3 Sports Bar,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/888551068/trivia-at-Timeout-3-Sports-Bar
130,(Houston),Town in City Brewing Company (Wednesday),Wednesday,7:30 PM,https://www.geekswhodrink.com/venue/344224683/trivia-at-Town-in-City-Brewing-Company-Wednesday-
131,(San Marcos),Treff's Tavern,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/20760839/trivia-at-Treff-s-Tavern
132,(Austin),Trifecta on 3rd,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/36240273/trivia-at-Trifecta-on-3rd
133,(Dallas),Vetted Well (Alamo Drafthouse Dallas) (Wednesday),Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/361322736/trivia-at-Vetted-Well-Alamo-Drafthouse-Dallas-W
134,(Irving),Vetted Well (Las Colinas),Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/870015443/trivia-at-Vetted-Well-Las-Colinas-
135,(Austin),WhichCraft Tap Room & Bottle Shop,Wednesday,7:00 PM,https://www.geekswhodrink.com/venue/506712814/trivia-at-WhichCraft-Tap-Room-amp-Bottle-Shop
136,(Dallas),Whistling Pig Neighborhood Pub,Wednesday,8:00 PM,https://www.geekswhodrink.com/venue/238933663/trivia-at-Whistling-Pig-Neighborhood-Pub
137,(Cedar Park),Whitestone Brewery,Wednesday,7:00 PM,https://www.geekswhodrink.com/venue/384240896/trivia-at-Whitestone-Brewery
138,(Lubbock),World of Beer (Lubbock),Wednesday,7:30 PM,https://www.geekswhodrink.com/venue/484697931/trivia-at-World-of-Beer-Lubbock-
139,(Kingwood),Zachary's Cajun Cafe,Wednesday,7:00 PM,https://www.geekswhodrink.com/venue/859703734/trivia-at-Zachary-s-Cajun-Cafe
140,(Austin),Austin Daily Press,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/760497337/trivia-at-Austin-Daily-Press
141,(Dallas),Barley House,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/319317646/trivia-at-Barley-House
142,(El Paso),Border City Ale House,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/779401900/trivia-at-Border-City-Ale-House
143,(El Paso),Craft & Social,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/445047794/trivia-at-Craft-amp-Social
144,(Dallas),Eastwood's Bar (Thursday),Thursday,8:00 PM,https://www.geekswhodrink.com/venue/411355335/trivia-at-Eastwood-s-Bar-Thursday-
145,(Austin),Flying Man Brewery,Thursday,7:00 PM,https://www.geekswhodrink.com/venue/755078194/trivia-at-Flying-Man-Brewery
146,(Nacogdoches),Fredonia Brewery,Thursday,6:00 PM,https://www.geekswhodrink.com/venue/756033435/trivia-at-Fredonia-Brewery
147,(Lubbock),Glass Half Full (Lubbock) (Thursday),Thursday,8:00 PM,https://www.geekswhodrink.com/venue/595859625/trivia-at-Glass-Half-Full-Lubbock-Thursday-
148,(Wichita Falls),Gypsy Uncorked,Thursday,7:00 PM,https://www.geekswhodrink.com/venue/654435987/trivia-at-Gypsy-Uncorked
149,(Rockwall),Hemisphere Brewing Company,Thursday,7:00 PM,https://www.geekswhodrink.com/venue/868516821/trivia-at-Hemisphere-Brewing-Company
150,(Austin),Independence Brewing Co.,Thursday,7:00 PM,https://www.geekswhodrink.com/venue/409902525/trivia-at-Independence-Brewing-Co-
151,(Austin),Indian Roller,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/403064768/trivia-at-Indian-Roller
152,(Austin),Knomad Bar,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/37242155/trivia-at-Knomad-Bar
153,(Beaumont),Madison's on Dowlen,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/335484054/trivia-at-Madison-s-on-Dowlen
154,(Houston),McElroy's,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/159464083/trivia-at-McElroy-s
155,(Longview),Oil Horse Brewing Company,Thursday,6:00 PM,https://www.geekswhodrink.com/venue/510755359/trivia-at-Oil-Horse-Brewing-Company
156,(Corpus Christi),Railroad Seafood Station & Brewing Co.,Thursday,7:00 PM,https://www.geekswhodrink.com/venue/548079577/trivia-at-Railroad-Seafood-Station-amp-Brewing-C
157,(Conroe),Southern Star Brewing Company,Thursday,7:00 PM,https://www.geekswhodrink.com/venue/583967065/trivia-at-Southern-Star-Brewing-Company
158,(San Antonio),Southtown 101 (Thursday),Thursday,7:00 PM,https://www.geekswhodrink.com/venue/595862557/trivia-at-Southtown-101-Thursday-
159,(Lewisville),TKO Libations,Thursday,7:00 PM,https://www.geekswhodrink.com/venue/740976250/trivia-at-TKO-Libations
160,(Waco),TRUELOVE,Thursday,7:00 PM,https://www.geekswhodrink.com/venue/21342394/trivia-at-TRUELOVE
161,(Richardson),Texadelphia (Richardson),Thursday,8:00 PM,https://www.geekswhodrink.com/venue/446173441/trivia-at-Texadelphia-Richardson-
162,(The Colony),The Beachcomber Bar & Grill,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/699862750/trivia-at-The-Beachcomber-Bar-amp-Grill
163,(Fort Worth),The Bucket,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/797613020/trivia-at-The-Bucket
164,(Austin),The Iron Bear,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/57880532/trivia-at-The-Iron-Bear
165,(Houston),The Maple Leaf Pub,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/37239520/trivia-at-The-Maple-Leaf-Pub
166,(Austin),Third Base (South Park Meadows),Thursday,7:30 PM,https://www.geekswhodrink.com/venue/88645817/trivia-at-Third-Base-South-Park-Meadows-
167,(El Paso),Thunderbird Taproom at Whole Foods,Thursday,7:00 PM,https://www.geekswhodrink.com/venue/611452927/trivia-at-Thunderbird-Taproom-at-Whole-Foods
168,(Friendswood),Timeout #4 Sports Bar & Grill,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/888551169/trivia-at-Timeout-4-Sports-Bar-amp-Grill
169,(Austin),Trudy's (North Star),Thursday,7:00 PM,https://www.geekswhodrink.com/venue/624224297/trivia-at-Trudy-s-North-Star-
170,(Cypress),Wicked Boxer Brewing,Thursday,7:00 PM,https://www.geekswhodrink.com/venue/853683605/trivia-at-Wicked-Boxer-Brewing
171,(The Woodlands),Woodson's Local Tap + Kitchen,Thursday,8:00 PM,https://www.geekswhodrink.com/venue/790870532/trivia-at-Woodson-s-Local-Tap-Kitchen
172,(Austin),Coffee Shark Espresso and Pints,Saturday,7:00 PM,https://www.geekswhodrink.com/venue/601804025/trivia-at-Coffee-Shark-Espresso-and-Pints
173,(Houston),Darwin's Pub,Saturday,7:00 PM,https://www.geekswhodrink.com/venue/277976951/trivia-at-Darwin-s-Pub
174,(Addison),Duke's Icehouse,Saturday,7:00 PM,https://www.geekswhodrink.com/venue/673459601/trivia-at-Duke-s-Icehouse
175,(Austin),Opal Divine's (Marina),Saturday,10:00 PM,https://www.geekswhodrink.com/venue/37243183/trivia-at-Opal-Divine-s-Marina-
176,(Dallas),Vetted Well (Lake Highlands) Saturday,Saturday,2:00 PM,https://www.geekswhodrink.com/venue/891922972/trivia-at-Vetted-Well-Lake-Highlands-Saturday
